AIT101,AIT201,AIT301,AIT401,AIT501,AIT601,DPIT101,DPIT201,DPIT301,DPIT401,DPIT501,DPIT601,FIT101,FIT201,FIT301,FIT401,FIT501,FIT601,LIT101,LIT201,LIT301,LIT401,LIT501,LIT601,MV101,MV102,MV201,MV202,MV301,MV302,MV401,MV402,MV501,MV502,MV601,MV602,P101,P102,P201,P202,P301,P302,P401,P402,P501,P502,P601,P602,PIT101,PIT201,PIT301,Normal/Attack
50.59014,33.85709,36.989445,45.29427,61.635532,51.5381,73.13264,31.332962,25.48829,20.407892,55.92355,40.321743,33.97511,28.631514,46.57856,46.55001,28.014343,62.97006,51.732357,26.088158,42.643486,28.339764,80.06415,63.725407,23.96068,51.701885,63.381042,53.591408,19.407269,28.844864,23.425938,60.00723,22.881208,63.65269,21.618187,34.19574,35.835747,59.25966,83.33895,21.495573,78.92661,64.80405,51.411694,76.126,73.06799,39.39741,51.993217,71.760635,9.383847,75.67906,58.40244,Normal
44.093086,25.384521,40.346123,46.272335,53.705482,47.951714,78.928185,34.092945,26.509296,14.286852,52.552242,28.217394,36.365494,20.946682,58.66429,42.04471,25.613523,49.68885,66.44451,25.348314,46.937294,24.657137,78.94435,57.793827,22.362925,51.638596,59.54823,63.66405,28.70741,21.783276,25.515066,62.26646,23.141481,65.54797,31.525131,32.920006,42.181942,50.183224,83.946106,28.277689,72.230804,58.659485,67.92911,78.546745,79.00272,37.26281,34.617237,65.22111,23.582426,77.403244,58.303516,Normal
37.209114,29.591253,30.535578,44.112236,55.648808,44.14798,74.18407,30.075775,27.750687,22.373003,58.881744,30.951855,35.068058,28.412529,56.81193,42.847076,27.610224,52.66912,56.46904,27.11484,42.278053,26.132637,69.621475,52.29309,21.667871,44.453262,62.505283,63.39583,10.439689,32.264526,25.675085,66.411,22.651949,64.086,20.64771,35.20447,34.12506,55.58191,75.89706,25.34703,85.009254,60.990944,63.043053,70.264694,72.9123,26.811222,41.76945,68.246,20.610447,73.370186,68.01945,Normal
37.399117,34.75741,38.046894,53.400974,44.973213,54.471897,79.229576,31.173557,28.699772,10.019677,47.82766,25.48942,38.312904,29.684248,56.30115,44.1509,27.333422,51.346886,69.91778,32.264263,44.36927,23.664991,67.66848,63.608826,24.231037,48.235977,60.35582,63.351833,24.950495,19.658566,27.63587,59.680138,28.6564,66.8907,23.689854,27.246973,41.05499,56.270866,77.40922,32.273357,84.47892,59.03219,64.326866,71.59022,71.09323,33.345055,37.298122,67.75605,24.568195,75.2261,64.219345,Normal
49.72993,26.323843,34.278675,50.620975,58.075024,51.490635,79.821754,27.74473,34.378017,24.512636,51.399914,34.440968,44.922894,23.218027,50.84848,47.488335,30.85315,62.221382,60.480076,23.199154,48.358696,32.01654,77.17004,66.48532,26.872553,49.365677,56.714653,60.36144,28.342747,24.856337,25.769249,54.739887,30.161192,75.88752,22.082752,31.677822,42.749966,61.830494,82.169624,32.890835,83.930374,60.873955,63.931244,80.39172,82.67769,40.741974,35.58496,69.60954,28.34977,73.01043,69.49019,Normal
46.919136,25.400267,39.22339,39.960094,53.10489,49.416748,69.239136,24.137808,24.55335,25.154648,60.69702,38.278214,40.16449,29.468243,51.01932,41.274574,26.231337,53.316093,66.8992,30.42724,48.89594,31.548649,68.81506,51.405983,20.676748,41.326004,68.252525,53.58952,28.844803,28.07433,24.35592,62.702816,19.196323,69.70121,25.773518,26.40466,38.529037,48.320145,74.53915,31.442951,79.42784,68.3342,63.92793,74.32647,68.93475,18.756834,44.7447,68.58407,25.693089,76.11069,68.263695,Normal
45.03793,36.457375,34.6874,45.46319,58.74755,52.659405,81.28716,23.133615,34.73235,21.824902,51.997593,33.088757,37.247223,23.41554,58.39868,41.233067,24.981333,57.25124,60.850082,31.442677,46.427746,18.876148,71.92332,58.110588,28.436708,44.223713,56.596897,58.04514,22.327158,24.582157,32.295563,57.17568,31.228502,78.67899,21.263008,36.769928,36.980362,52.32185,82.74343,29.365236,86.933586,62.413593,56.091602,79.76643,79.65031,39.950603,53.71087,71.033165,21.863972,77.17188,66.4443,Normal
41.64552,32.32612,33.66019,51.859177,51.490105,55.170013,70.15305,23.069283,32.716774,22.786703,57.74077,31.097929,34.868675,18.340605,40.40404,53.407948,16.959827,60.07522,57.624863,29.89888,47.59973,21.523937,75.69746,62.468002,17.234402,44.73887,67.483,57.260418,27.002342,20.976976,31.814648,55.007114,25.20942,59.028717,24.244476,30.9201,42.113464,50.994526,79.83304,35.437233,77.82174,57.538387,55.76362,76.10702,75.936935,36.196793,36.429504,62.93138,29.829866,80.59584,62.856327,Normal
38.632473,34.05277,30.093384,48.549034,61.083805,48.23095,75.29176,28.555164,29.218973,20.719893,52.316628,29.171175,37.37327,18.801294,57.785816,44.264114,26.863985,59.80606,61.10708,29.500074,51.393562,25.504194,79.57483,55.059967,24.20629,40.594738,69.27333,60.16398,29.246597,24.77041,34.458904,65.42692,23.459024,63.782154,28.128302,34.11283,42.843792,50.674595,75.54173,33.739086,81.01987,65.23461,66.69152,75.191635,84.59674,44.78216,36.780506,71.834885,16.550087,72.23407,68.51207,Normal
47.888496,29.109362,41.266827,53.444157,62.29786,48.750813,73.8235,26.28195,37.240177,14.224655,57.704124,31.058352,40.99606,27.506285,58.43108,45.44491,24.855732,56.30342,60.142227,27.28106,49.688625,28.167513,73.88388,52.388695,23.10914,41.04547,61.2291,49.676,13.300266,29.160374,31.772429,61.4272,22.668047,69.37596,19.066797,34.24907,38.40498,58.121723,86.431404,30.33554,76.96278,59.36387,68.97961,79.417725,79.04673,41.71123,34.760704,72.07578,26.038246,73.74701,62.599865,Normal
37.299713,32.443005,38.489098,44.710644,56.58037,51.832657,72.894104,22.1077,38.06023,18.199299,53.301285,32.38584,40.595795,28.12507,55.7053,45.664276,26.60155,59.00517,57.011284,23.910366,42.84314,23.369333,63.3807,52.391567,28.267864,46.477413,57.949383,58.487537,23.722614,34.81874,30.582373,65.0425,27.943735,72.66764,35.335197,34.20182,35.754257,54.065987,74.1897,24.586756,70.75806,64.924835,56.10318,77.26016,70.511734,38.339344,43.102825,70.460075,15.620837,76.92393,59.7816,Normal
39.044018,36.89206,35.454906,46.950718,61.726974,55.6329,68.00302,31.646303,33.637405,22.436619,54.365562,38.69302,46.619785,18.194967,53.044083,53.553967,15.845064,57.91784,58.85066,30.9361,48.89129,20.240147,72.36619,55.072124,30.182613,43.429497,71.04334,54.647717,13.36701,18.571701,33.501617,71.7637,23.0728,62.048363,27.910765,26.522314,35.825615,50.734207,74.866776,31.069294,78.80297,58.431004,49.861206,67.43637,80.69414,28.76298,44.976364,69.65291,27.9335,76.976364,72.95702,Normal
45.945126,35.285675,35.145035,50.143127,52.761314,52.72595,74.48256,28.871181,27.337385,16.709183,59.842773,24.363686,43.102287,26.431246,61.695255,45.920986,25.306757,56.865044,59.527733,21.33114,47.514965,33.655827,68.31563,63.983337,22.89087,39.66481,61.33992,60.166092,21.553448,20.952225,34.44756,59.1844,23.091722,62.86448,29.21338,35.107094,43.216103,55.146523,78.76265,24.973331,76.5572,56.91026,59.964573,66.71207,84.9036,35.22586,35.42939,70.174416,27.229641,78.29959,65.348274,Normal
39.701443,38.07927,42.079735,53.140484,52.64752,47.286247,71.73976,26.000845,24.886965,20.529812,58.84736,22.052893,43.00275,19.79265,50.558323,43.98667,17.365965,52.462498,59.746025,24.463753,44.31354,32.552067,72.447,62.63141,18.963383,51.586693,65.67302,63.561996,23.189207,19.513561,23.072842,72.45321,20.729641,77.66523,25.096886,27.042702,41.55218,58.66922,74.02167,34.691246,78.82335,65.16661,68.71587,83.095726,85.584435,29.2208,31.165165,67.4871,15.221412,76.04905,58.415665,Normal
33.27659,33.259594,44.12109,54.82538,51.69457,54.769485,67.71019,29.231117,32.775574,17.581776,53.14049,28.26068,44.02588,25.30819,60.499252,51.256824,17.31811,54.009342,67.17043,29.369356,48.316647,17.174292,63.235134,57.47226,24.253061,62.56524,60.583412,63.6799,24.24428,32.194176,32.815933,61.646023,21.046028,65.35959,27.122726,32.74727,48.942352,58.407337,77.021774,27.055845,81.85783,68.98015,46.65076,79.42441,73.81951,41.066364,44.713863,67.07522,24.254105,72.62584,67.1055,Normal
45.19783,32.884975,35.091995,51.562405,58.870205,53.683666,81.36364,32.867,27.268215,24.576632,58.052696,29.892538,46.924454,31.649643,58.484997,45.116695,29.844227,60.713745,58.25713,28.157278,50.393147,30.907518,66.78797,59.0673,19.636896,54.654427,58.741596,55.303158,26.025106,23.179821,33.106148,54.78779,31.965479,62.459763,21.557667,33.360096,51.793926,56.144333,76.69115,30.463123,76.60976,61.443142,49.89741,71.9623,69.11914,32.317364,45.91302,71.218216,21.115265,78.32962,64.26461,Normal
42.072002,28.169128,41.902958,47.187336,49.009926,55.068077,80.284485,22.994669,25.656048,17.82476,59.108303,35.22265,45.888077,24.02285,54.292385,44.782547,24.665863,47.37738,64.48179,30.205902,50.68248,15.843832,69.48833,59.72576,19.823372,52.50934,57.76745,55.257404,30.386549,8.120066,28.053082,52.17419,31.060703,62.519497,22.90959,33.42527,42.89864,56.249825,73.35135,31.708017,76.39536,62.705845,54.666107,77.05693,79.134674,40.01127,36.668594,67.34731,23.898003,77.88734,59.11158,Normal
38.13931,30.719702,43.065506,44.58668,58.39189,50.093903,70.3364,28.371698,251.98653,13.09774,59.183464,22.929304,44.134735,19.87504,63.181866,48.534145,24.497717,48.613472,254.90941,20.432539,51.727478,19.111446,68.946724,51.49842,25.145962,49.320034,67.86424,54.856064,32.83697,37.308933,25.528076,58.84065,25.164165,59.492012,30.368984,31.515862,48.18342,56.257122,78.49746,35.487247,71.48025,65.86818,54.729977,278.25995,71.10714,29.962654,38.7763,63.5418,24.048365,79.86215,62.076836,Normal
49.25277,27.455338,32.314384,42.43093,61.25295,44.812935,68.73711,27.03188,235.77986,17.069542,58.53346,28.550821,33.553947,22.202652,53.726345,41.128128,17.373497,58.607285,252.78735,26.991524,42.739017,19.953165,70.71563,58.734142,18.447598,54.277977,65.362274,58.516075,24.830618,26.55453,28.661987,64.74334,24.36225,72.83746,21.05379,37.057167,42.482185,58.660583,83.134094,25.660166,82.042015,66.20026,66.23402,274.3764,70.56782,29.068823,52.260666,65.96903,26.315353,67.66165,63.295494,Normal
48.18799,27.780172,34.767185,50.587246,55.700893,52.610653,80.57369,31.335379,203.05855,19.721212,49.008633,33.45424,47.536404,17.868063,54.399044,39.476803,3.3596258,45.851963,231.32158,31.764053,40.618813,28.552326,74.58797,65.75034,15.697266,34.480396,60.30753,64.893616,22.644135,24.108871,30.256416,58.13541,27.437313,66.08244,23.158983,34.86961,31.107609,51.007652,72.266914,31.250944,72.81116,59.13962,52.69878,245.25,79.47169,35.58815,33.678787,64.609535,26.670692,67.30452,57.882057,Normal
39.253567,38.03618,37.948895,48.352867,55.521084,56.04116,78.428734,31.932747,217.24991,23.584068,62.05351,28.524767,40.183804,26.248598,59.823673,47.824375,10.943734,63.55058,251.08334,28.023415,50.189117,25.775826,60.098324,63.503788,19.766573,52.63319,58.74268,54.072117,23.840973,24.060772,31.702166,59.505627,27.630451,78.84634,30.425903,36.25717,40.829834,40.28663,80.88503,36.659576,72.461784,69.28887,66.55723,262.26233,78.76901,40.517197,41.103188,71.1123,22.4984,79.23344,62.580746,Normal
43.945858,32.398884,33.444424,50.245087,49.032387,58.88403,73.87849,24.928055,198.70782,12.988541,48.122414,23.82201,42.408787,25.57483,60.528442,44.70984,17.8187,53.851242,275.08765,31.833843,45.363895,21.449707,69.47667,66.68548,14.28283,53.549835,69.65602,65.51598,22.719265,22.83033,32.397533,63.261337,25.163218,64.40653,26.956774,32.317474,41.17024,50.751003,73.987175,32.277027,84.63739,55.819107,51.94542,269.45074,75.74311,20.999994,44.64422,60.879604,19.5659,76.53673,65.772835,Normal
41.224857,37.442516,40.293198,59.827713,53.986816,50.187412,69.47549,24.20994,205.82365,18.881224,50.748466,30.075924,45.768394,26.627426,52.152718,45.06502,24.193249,53.762833,247.75916,23.26426,43.61622,22.394466,72.22542,54.61118,21.178785,47.926945,66.99241,57.441036,24.875973,22.1194,31.253187,66.26876,25.73929,71.61413,27.883183,32.375923,49.83793,54.59524,76.97183,25.315357,76.05782,58.7913,41.252316,261.93042,80.464005,36.57184,39.71117,69.351036,26.807016,77.56567,68.811905,Normal
43.24913,32.037567,35.41113,53.758278,51.544727,43.637096,75.545906,31.013775,215.62921,29.037214,45.673225,30.05094,45.53834,27.671352,49.201153,52.187614,20.558613,61.465775,247.75946,33.497948,52.666553,29.03839,69.05722,55.228672,23.14489,46.28363,66.45479,61.60481,27.398014,23.426888,25.409204,66.16065,26.260782,69.60451,31.644281,38.653698,42.873024,56.193348,80.17977,30.681587,75.41812,63.87305,57.870213,243.97609,71.77464,39.365612,38.88647,74.13203,34.892124,76.27923,59.955475,Normal
41.855343,36.101097,34.833855,54.762306,60.42758,52.803967,68.67746,32.289326,212.27075,29.317528,51.08828,38.982304,45.528255,32.805836,48.172043,45.741455,20.319994,60.826267,231.19875,22.876925,47.89878,26.928917,66.57473,62.766193,23.647694,43.02217,66.63193,62.81646,11.99096,30.025988,33.936386,71.5306,20.749079,63.0158,20.766352,29.501226,38.491447,54.044693,71.73112,30.594667,76.74439,62.78495,51.451843,269.84732,79.483185,39.96117,46.256763,73.60392,20.571894,74.19961,70.7931,Normal
44.061905,29.533205,35.719666,57.820793,59.551804,49.106503,78.63458,29.90565,209.18857,23.299114,56.62494,25.997425,36.582447,25.045004,46.39762,42.306007,20.231903,61.150566,243.71579,31.5245,48.028557,23.24157,64.79824,61.477467,23.55709,42.302444,62.129948,57.776943,24.579369,26.196716,24.447727,68.7015,28.820116,64.945045,20.405916,38.25735,30.301275,55.823032,72.66606,24.694668,84.050896,57.351738,59.833206,263.4394,83.89019,33.639904,35.042953,61.01886,18.73932,69.48016,62.251144,Normal
45.87036,30.140814,36.117115,47.297527,63.046665,54.431427,74.512566,30.569506,209.98236,18.910587,50.479477,29.63094,39.986107,32.342155,47.379684,50.358475,19.819557,52.985935,232.19545,27.15445,51.150352,19.200405,62.678795,61.0483,17.522245,46.319557,67.13546,49.781166,21.912786,17.119446,33.910416,63.25015,20.888504,73.34246,31.051842,28.892725,41.40968,57.60446,80.16636,32.361805,79.62226,61.379436,66.72684,274.64456,79.57176,42.266445,29.881168,70.71392,14.137257,78.09957,72.798416,Normal
45.654453,39.347572,35.538074,52.102192,56.69123,44.761482,76.717,26.117811,203.79514,21.590609,50.7821,35.571117,43.226185,21.670458,65.51205,53.774773,22.762102,61.43184,249.15256,30.469667,49.507233,16.591913,69.98927,59.11291,18.243956,57.700233,63.45382,64.34696,8.0795555,28.243532,27.689095,66.942665,27.843504,65.84313,22.645775,24.518906,44.98468,45.074963,73.72825,32.86764,78.68176,64.538956,63.237988,251.2046,73.506905,24.01124,46.161938,63.01286,23.526459,64.63643,59.89819,Normal
57.223495,34.406284,37.456768,46.94959,54.89739,53.288002,77.89085,25.472172,216.66492,16.510994,55.95064,31.104841,34.885513,20.699663,59.797012,49.829044,11.393326,50.00301,233.04134,25.85758,47.41885,25.742554,71.414955,58.83687,33.495827,56.11229,59.38587,56.7897,28.577717,18.241995,29.180832,60.719578,26.68659,68.56308,21.441902,26.195448,38.28979,55.232533,76.927704,27.103643,76.95985,63.122307,59.126083,266.03015,76.66832,26.3299,42.20722,69.92831,21.285265,70.75712,53.09155,Normal
46.22051,27.081324,32.808414,60.7322,64.84721,47.68087,78.6075,22.20074,223.06107,16.460287,57.218838,25.43778,33.09998,19.86856,60.507347,50.987614,13.373037,50.89877,264.26566,26.763948,47.104683,18.962698,83.08224,55.34601,17.841621,42.947212,61.926174,57.672104,21.453224,18.316147,30.49347,62.693764,22.519611,66.69549,29.033585,31.791395,48.96675,50.43414,77.938416,22.005604,71.26838,56.004257,47.25431,255.0537,72.07804,42.755295,37.608475,71.63298,23.417656,72.24635,59.64987,Normal
36.62963,29.702063,43.2643,52.27116,50.976772,51.108406,77.116425,27.423717,218.9753,18.440521,51.93008,29.831047,42.284924,30.63238,50.101814,49.468,22.107887,48.981853,262.7954,23.598133,51.84143,24.385435,63.45357,59.27649,21.96837,39.885563,68.94833,61.69376,9.85762,22.221235,25.440104,64.43002,19.444992,65.702705,19.934555,30.542974,35.60173,55.839943,84.918915,26.071033,78.90793,63.67913,64.43864,270.39624,75.030685,33.831432,29.713156,70.97114,12.397945,76.17515,68.20966,Normal
39.78645,30.18496,41.311665,50.201286,45.44154,55.71748,69.22104,22.139217,208.2095,19.628517,57.45795,39.50182,41.623245,29.459957,51.92957,52.355305,17.750784,54.864937,248.776,31.274675,48.21464,27.97813,70.62948,59.34394,16.436615,45.62488,69.950516,58.17551,34.068844,32.930786,28.779003,59.49613,26.074099,70.68618,29.781008,31.150997,38.09006,43.095932,74.09893,32.101067,77.90569,65.42538,64.667,271.32135,80.64314,36.036655,39.310345,66.328255,20.123348,74.94688,69.02593,Normal
33.817616,27.522057,45.18055,51.51909,57.637993,55.6002,66.3911,32.42468,210.26514,29.05469,54.313713,31.382488,35.911343,30.603401,60.248642,53.679825,10.702585,62.132492,242.3891,26.761484,41.541615,17.427263,71.2469,68.04021,18.234888,61.798985,68.17556,59.921745,22.184715,33.285435,30.38091,62.339626,18.395247,69.90932,26.917238,32.707592,36.68655,54.569542,84.34044,27.583265,72.56836,68.00871,63.886806,253.52231,72.43612,42.709976,35.698483,62.426086,13.454054,74.73992,65.4838,Normal
34.337532,29.258173,42.37487,54.47623,51.284054,49.56822,75.640656,22.200762,210.46927,16.893473,56.20602,23.433462,38.68484,23.116713,56.18592,51.409138,27.502462,51.7784,239.02304,32.590916,46.877914,22.807585,76.116615,57.703594,27.900446,42.92519,64.54612,55.63473,13.366344,27.182566,26.11054,66.77084,19.242777,68.462234,29.133184,36.48369,42.036896,49.124657,75.58914,27.52705,84.54035,67.283,60.41228,258.454,74.75102,35.311638,33.98059,63.170116,22.839563,69.1732,75.585014,Attack
38.420147,37.39208,43.9049,48.37454,57.844246,50.249607,75.66895,24.889004,223.09665,11.575008,56.664715,32.79383,41.847946,22.769136,68.05523,50.616276,20.683882,48.14487,253.94736,33.988625,53.24629,19.44103,69.90482,55.431374,28.219315,39.02682,58.878727,60.83403,21.121899,18.909609,33.25444,64.07797,29.432703,66.227,22.215115,33.157047,41.14854,55.30464,80.2425,34.918114,87.15681,65.70033,60.62723,268.5772,80.57228,35.462696,42.01865,63.50794,19.832048,73.230774,52.17496,Normal
52.113605,35.882973,38.925156,55.39451,51.56716,46.723095,74.68268,25.75175,222.89465,15.263578,50.17451,37.99194,42.87093,29.792633,61.338097,52.307705,11.460734,54.315155,250.50586,31.371614,45.3466,27.392218,71.29351,55.99085,15.701517,40.62802,62.66934,63.309776,27.533842,26.85324,27.452883,67.57687,25.946869,77.55307,28.20761,37.662594,29.653887,52.095192,75.070244,32.76098,77.200096,63.413403,53.859413,266.87347,76.70674,29.037947,35.959576,65.43053,25.830614,67.26239,66.23057,Attack
37.066833,37.08342,43.066578,56.041573,66.033035,48.299908,70.230865,23.462755,209.0091,22.625858,53.73978,30.089306,32.37336,25.242239,52.89413,52.70367,31.297722,60.44361,240.16493,29.763058,44.94182,35.17964,64.16237,66.70939,25.884127,43.590824,63.440685,54.938263,13.966004,19.206865,24.441599,61.412315,24.684261,67.034096,32.430553,29.082026,42.518887,45.422256,77.056046,28.368208,72.52163,67.312294,50.48397,247.48242,84.93166,32.898083,45.865334,69.5032,20.902784,79.50853,58.66106,Normal
44.018867,26.84018,36.06932,42.245213,68.22842,56.07209,81.007965,24.82288,224.65848,15.125462,55.40579,30.932964,40.783474,23.313095,65.83028,48.41299,22.70462,54.90501,244.72897,31.769043,41.73747,17.855885,72.13967,53.45056,22.900805,46.566307,67.0999,54.459747,15.4622345,34.64716,27.936361,55.699783,25.753498,64.37523,26.147203,36.1087,37.213066,55.67313,73.72586,25.076885,83.928696,57.399494,57.280987,257.9142,79.46497,36.321545,37.691372,71.3547,16.732073,67.193504,54.549633,Normal
39.797417,39.012157,32.632805,56.484417,54.135937,48.121193,75.286354,22.242226,223.12498,22.012112,52.29433,34.20539,45.552544,34.62794,51.858486,51.81753,24.647657,60.155014,250.74872,30.988195,45.959133,21.882427,67.284904,68.50323,24.854658,60.048035,60.202477,56.716934,20.543558,22.379234,32.92217,64.12579,27.476192,65.79627,34.714638,36.399166,39.320343,46.925724,80.88587,23.225674,81.30208,59.144867,62.480484,288.60605,74.96506,36.194786,31.07017,67.8478,27.825033,78.305305,70.75102,Normal
40.013493,36.72972,35.86876,53.49881,63.302277,51.80871,77.23959,25.670553,197.58948,21.98859,51.6902,32.57501,32.664227,27.792107,53.417797,48.41868,17.944706,54.06677,234.80579,25.250166,42.79405,21.580687,76.239655,49.544445,22.894478,49.322334,55.145576,60.129227,24.47881,24.439083,26.020685,67.944824,28.329561,74.12276,27.999424,37.17238,42.19382,50.713997,74.745544,28.078428,73.0349,59.138878,56.173447,258.8169,80.5818,32.93813,41.76757,70.99302,24.23569,77.300415,61.341824,Normal
43.716618,33.71447,44.08896,53.379116,61.09711,54.28453,83.30831,26.315115,219.3487,19.0167,52.597954,22.621784,35.920116,21.382038,62.19634,44.95688,32.693882,56.41524,242.58224,25.082579,44.822807,28.429716,69.32101,61.542816,22.14944,52.30406,70.97569,59.198265,15.51506,28.853138,24.820196,66.243126,29.821737,54.89167,25.138176,34.67374,34.498592,56.044445,76.00833,26.2793,80.451584,63.53842,48.655502,261.8737,70.18201,29.550692,46.714233,71.99894,25.369587,69.89989,69.61849,Normal
50.97636,25.514467,35.865353,49.522972,56.461815,48.27118,72.0809,28.891897,217.69429,26.165928,52.112865,41.35375,44.153362,16.801157,54.05126,52.000134,27.287785,60.10303,255.98477,31.78207,50.333218,33.920334,80.51025,51.804783,20.387484,35.50294,68.830635,62.689148,19.479378,21.803059,24.728157,59.287617,25.738493,72.35576,29.006458,36.594402,36.9583,59.22598,74.33124,25.854532,72.04205,66.46189,69.43338,251.54022,77.88203,43.840927,30.306387,72.67292,17.972296,78.793106,58.273827,Normal
51.779087,28.269382,35.96381,42.741768,57.91729,61.574753,71.48482,22.564629,221.64359,23.996317,57.366127,27.37586,36.62043,25.657991,51.20922,44.456657,16.360111,59.982864,267.34818,31.684864,43.67598,18.504923,77.56664,55.842655,18.073586,55.000816,63.403885,51.73642,12.081949,14.461369,25.431076,60.0402,22.566936,66.60399,23.120344,38.442192,44.02933,62.760147,82.34225,26.202261,75.59901,67.82221,59.24972,276.91428,72.23014,35.349674,45.34588,62.68056,26.917316,69.33092,66.28632,Normal
41.75878,30.72063,33.897594,46.890053,47.5994,47.74093,74.88103,32.468643,210.04161,17.701662,56.184135,27.104912,33.16898,21.485422,59.67742,48.34188,21.226068,48.30011,253.45319,30.75032,43.778587,24.865614,71.080475,54.769753,28.487501,51.443752,69.156685,52.595474,28.446095,24.657463,25.271322,61.868782,33.614605,70.606064,20.302359,24.390701,43.618828,56.58588,77.54995,33.085217,86.829254,61.375942,63.086246,269.43088,71.339386,28.73664,29.894716,73.36796,32.552807,67.032684,60.576454,Normal
48.28301,37.929623,35.07913,54.766247,57.300545,50.05731,81.235664,33.384815,206.94696,20.891914,58.08598,30.96214,35.69455,26.30403,62.810635,41.89261,15.888355,56.714325,241.54428,33.078953,44.304966,24.876135,66.08191,56.373707,16.238556,45.726963,66.182976,56.36802,11.754108,12.371225,23.82398,65.5253,28.450819,67.55806,25.485449,22.991697,33.875725,55.11277,82.10729,26.311237,89.07151,56.638523,61.37329,249.16435,76.2292,36.201202,30.62166,67.15262,14.462086,76.924225,62.20917,Normal
40.14176,29.821478,44.865345,44.047726,52.146202,46.162613,80.6921,22.228855,224.6139,17.399685,50.1355,34.862953,36.492706,23.961521,61.13632,52.673203,28.71451,56.11878,244.86151,24.099543,46.256645,25.241735,80.690704,57.083706,22.951393,60.768074,61.36969,65.31944,18.5915,26.312067,25.578547,61.295437,29.180172,57.926212,23.789677,26.160688,49.767525,53.300316,74.03423,26.207043,83.92271,63.501457,52.782887,253.7728,80.94626,31.977476,41.667057,66.39544,18.46292,65.959435,59.990627,Normal
40.731674,36.726963,38.641457,49.880898,64.03375,53.702682,71.2219,32.326477,222.91046,30.831238,59.7959,24.554161,37.54693,34.720943,50.91975,52.263443,26.260483,60.34057,246.03023,23.733444,42.329136,17.936934,76.04977,62.93267,20.652927,41.64166,62.21824,52.761837,15.1318655,33.12088,31.38586,64.42905,22.135796,60.198444,25.806921,37.524143,47.48079,59.417675,80.12307,29.314684,78.14749,67.217316,54.502922,260.5161,72.44902,38.60547,26.364824,63.908127,31.103424,66.574326,59.973488,Normal
38.9692,29.380758,33.03267,58.755493,58.126057,40.91243,74.44431,27.752367,216.40329,23.583334,53.855587,34.35056,45.966003,24.237844,64.19817,44.244335,36.28157,61.748013,266.87756,18.77286,52.876667,29.388754,71.42897,62.61636,20.533195,42.61761,58.42392,63.71663,17.26399,22.679548,34.23416,71.88742,23.288778,61.540337,21.180267,30.427572,47.46266,58.75069,76.69156,31.428465,76.481926,61.79093,58.31454,260.64505,70.258514,36.199,30.26527,62.443623,30.766705,78.16942,59.84995,Normal
46.837116,27.451088,43.743534,51.058193,60.604492,54.97303,77.948006,36.283436,203.41734,19.977333,50.596188,29.483955,36.061123,24.417187,56.828545,43.065804,21.656607,53.87711,235.88022,29.335846,52.678864,17.781628,70.03568,61.77293,20.487865,50.552288,59.794178,63.78549,12.356307,25.836597,24.465725,63.14112,26.036617,71.80853,26.44159,28.124939,32.18381,58.92932,77.4673,30.974453,78.06329,61.05179,62.833073,244.8998,78.618225,40.35184,40.634644,68.97081,22.405127,80.89605,69.72078,Normal
51.159103,36.99417,33.724762,48.528725,61.48484,60.12935,76.88387,27.073854,209.97261,20.092735,50.745945,31.074614,43.300274,21.286888,51.50115,40.697426,27.654526,53.6084,242.13095,25.814249,48.842163,20.840754,75.685455,53.65464,23.818665,45.778736,67.54905,63.591785,10.114755,19.94392,24.865192,65.3292,29.294828,66.34752,20.217726,35.9631,49.518852,58.799816,82.65597,28.578163,88.09826,62.6249,53.895298,268.8389,76.00784,37.08342,37.581978,64.93431,26.58561,81.42767,57.816837,Normal
40.725132,37.10166,36.8364,48.39234,58.47513,39.853813,77.14331,23.334808,199.79245,14.259849,49.50523,28.110048,38.36274,26.251268,60.470158,45.540176,24.505785,49.42072,233.78969,29.855242,40.9624,26.383278,71.175804,64.33774,22.924982,46.530205,66.62017,59.74661,32.09139,17.024878,32.79947,55.07022,28.043375,75.262764,34.507954,29.233202,34.523975,47.19495,72.807434,26.39382,85.2164,61.795692,63.714375,262.83984,86.11803,31.9188,51.800755,62.525536,21.848413,70.61338,60.70852,Normal
38.714306,27.879951,44.6002,49.177837,60.43014,52.012424,78.38311,31.261538,214.94167,21.955631,47.44779,29.481533,39.421528,20.826336,64.636505,53.01642,11.204805,62.355347,235.99838,29.40285,43.06439,14.800367,79.62541,53.265736,27.152645,48.844746,69.00648,63.62243,22.328196,29.267618,31.055689,55.892754,33.42365,65.771164,25.501812,37.58945,38.06181,45.74004,76.048836,28.019777,83.14571,58.32662,56.202545,261.87582,73.409676,36.77235,43.11708,62.29935,26.876156,78.14047,57.768993,Normal
45.37792,30.78562,31.875679,56.272476,57.503246,40.813026,74.8942,32.586983,203.2624,22.049982,52.09966,31.061096,42.96626,19.727325,57.126617,43.54861,28.672863,52.4717,229.22165,23.011532,52.720627,22.035727,70.63281,60.51438,14.340513,40.00599,59.40568,65.53434,24.15205,29.516493,27.740332,65.965935,21.69774,68.34077,26.574022,31.173845,30.181349,46.468716,81.01262,36.47502,80.45277,59.835274,56.801754,253.20262,73.82377,28.437817,36.659336,61.990646,21.56715,73.36755,66.884445,Normal
